Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
муж;56,5;нет;462;1;1;3;плохо;нормально;нормально;плохо;хорошо
жен;58,8;нет;658;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;28,3;нет;272;1;1;4;хорошо;плохо;хорошо;нормально;хорошо
жен;35,6;нет;2814;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;34,8;нет;382;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
муж;29,7;нет;2021;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;44,3;нет;446;0;0;2;нормально;отсутствует;отсутствует;нормально;нормально
жен;57,9;нет;123;1;1;4;хорошо;нормально;плохо;хорошо;нормально
муж;60,6;нет;703;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
жен;27,4;нет;346;1;0;3;хорошо;нормально;отсутствует;нормально;нормально
муж;51,7;да;1126;0;1;3;нормально;отсутствует;нормально;нормально;нормально
муж;36,7;нет;799;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;36,9;нет;558;1;0;4;хорошо;нормально;отсутствует;нормально;нормально
жен;27,7;нет;441;1;1;4;нормально;нормально;нормально;нормально;нормально
муж;58,3;нет;606;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
жен;19,7;нет;715;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;32,6;нет;1129;0;0;2;отсутствует;отсутствует;отсутствует;плохо;хорошо
жен;38,4;нет;510;0;0;3;нормально;отсутствует;отсутствует;нормально;нормально
жен;26,6;нет;591;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;55,6;нет;631;0;1;4;нормально;отсутствует;плохо;нормально;нормально
жен;22,7;нет;1272;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;22,6;нет;1126;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
жен;41,8;нет;439;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;36,8;нет;382;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;47,7;нет;516;1;0;5;плохо;плохо;отсутствует;плохо;плохо
жен;42,4;нет;733;0;1;5;нормально;отсутствует;плохо;хорошо;нормально
муж;34,9;нет;897;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;25,2;нет;854;1;1;3;нормально;хорошо;нормально;нормально;хорошо
муж;18,9;нет;920;0;1;2;нормально;отсутствует;плохо;плохо;нормально
муж;50,6;нет;296;1;0;2;плохо;плохо;отсутствует;нормально;плохо
муж;33,8;нет;709;0;0;5;отсутствует;отсутствует;отсутствует;хорошо;хорошо
муж;31,4;нет;1057;1;1;3;нормально;нормально;нормально;нормально;нормально
жен;62,8;нет;1437;1;1;2;нормально;хорошо;плохо;нормально;нормально
муж;52,3;нет;1569;1;0;3;нормально;плохо;отсутствует;нормально;нормально
жен;36,6;нет;233;0;1;2;хорошо;отсутствует;нормально;хорошо;хорошо
жен;42,7;да;343;0;0;3;плохо;отсутствует;отсутствует;нормально;плохо
жен;38,5;нет;483;1;0;2;плохо;нормально;отсутствует;нормально;нормально
жен;60,4;нет;274;0;1;3;нормально;отсутствует;нормально;хорошо;хорошо
жен;20,8;нет;374;1;1;3;нормально;плохо;плохо;плохо;плохо
жен;70,9;нет;384;0;1;2;нормально;отсутствует;плохо;хорошо;нормально
жен;39,8;нет;374;1;1;3;плохо;нормально;плохо;плохо;нормально
муж;31,7;нет;747;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;20,4;нет;1525;1;1;3;нормально;нормально;плохо;плохо;нормально
муж;59,5;нет;1477;1;1;4;хорошо;нормально;хорошо;хорошо;хорошо
муж;46,9;да;717;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
муж;21,6;нет;388;0;1;3;нормально;отсутствует;плохо;плохо;нормально
жен;48,8;нет;201;0;0;2;плохо;отсутствует;отсутствует;плохо;нормально
жен;28,3;нет;1513;1;1;4;нормально;хорошо;нормально;хорошо;нормально
жен;66,2;нет;246;1;1;4;нормально;нормально;хорошо;нормально;хорошо
муж;47,7;да;371;1;1;5;нормально;хорошо;плохо;нормально;нормально
жен;35,3;нет;351;1;1;4;нормально;нормально;нормально;хорошо;нормально
жен;54,6;да;839;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;43,9;нет;177;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;29,3;нет;454;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
жен;26,6;нет;428;1;0;4;плохо;нормально;отсутствует;плохо;нормально
